"Name","Disc. Date","R.A.","Type","Phot.","Spec.","Radio","X-ray"
"SN2010cs","2010/05/12","14:47:55.78","Ia","1","","",""
"SN2010cy","2010/05/13","14:43:42.85","Ia","1","","",""
"SN2010dd","2010/05/23","16:52:47.60,16:52:47.52,16:52:48.63","Ia","1","1","",""
"SN2010dq","2010/06/03","00:15:29.70","Ia","1","","",""
"SN2010dy","2010/06/06","16:10:11.03","Ia","1","","",""
"SN2010ec","2010/06/05","01:41:55.93","Ia","1","","",""
"SN2010ed","2010/06/12","17:09:24.13","Ia","1","","",""
"SN2010ef","2010/06/05","16:28:52.10","Ia","1","","",""
"SN2010eg","2010/06/07","22:15:42.56,22:15:42.48","Ia","1","","",""
"SN2010ey","2010/06/30","03:41:31.50","Ia","1","","",""
"SN2010ez","2010/05/10","12:17:50.30,12:17:50.16,12:17:50.298,12:17:50.300","Candidate","1","","",""
"SN2010fa","2010/05/13","14:13:01.87,14:13:01.869,14:13:01.873","Ia","1","","",""
"SN2010ff","2010/06/03","14:09:19.94,14:09:19.92,14:09:19.942,14:09:19.938","Candidate","1","","",""
"SN2010fg","2010/06/06","12:16:41.554,12:16:41.57,12:16:41.567,12:16:41.553","Ia","1","","",""
"SN2010fp","2010/06/15","12:14:06.504,12:14:06.48,12:14:06.50,12:14:06.501,12:14:06.505","Ia","1","","",""
"SN2010ft","2010/06/15","16:01:15.410,16:01:15.41,16:01:15.408,16:01:15.409","Ia","1","","",""
"SN2010fu","2010/06/16","12:21:46.461,12:21:46.46,12:21:46.463","Ia","1","","",""
"SN2010fy","2010/07/07","05:24:52.46","Ia","1","","",""
"SN2010fz","2010/07/09","09:42:04.77","Ia","1","","0",""
"SN2010G","2010/01/09","12:25:10.01","Ia","1","","",""
"SN2010ga","2010/07/08","00:34:43.83","Ia","1","","",""
"SN2010gb","2010/07/11","15:38:39.79,15:38:39.84","Ia","1","1","",""
"SN2010gc","2010/07/12","13:23:06.30","Ia","1","","",""
"SN2010gj","2010/07/10","21:50:54.34","Ia","1","","",""
"SN2010gl","2010/07/18","16:31:38.62","Ia","1","","",""
"SN2010gm","2010/07/19","17:33:20.85,17:33:20.87","Ia","1","","",""
"SN2010gv","2010/08/09","17:58:22.57,17:58:22.56","Ia","1","","",""
"SN2010gz","2010/08/16","01:32:51.07","Ia","1","","",""
"SN2010he","2010/08/20","02:49:10.81,02:49:10.80","Ia","1","","",""
"SN2010hg","2010/09/01","09:46:13.7,09:46:13.70","Ia","1","","",""
"SN2010hh","2010/09/01","17:59:18.38","Ia","1","","",""
"SN2010hj","2010/08/24","21:49:09.84,21:48:09.8","Ia","1","","",""
"SN2010hk","2010/09/02","03:37:52.61","Ia","1","","",""
"SN2010hx","2010/09/16","10:28:51.06","Ia","1","","",""
"SN2010hz","2010/09/12","01:53:41.97","Ia","1","","",""
"SN2010I","2010/01/08","10:12:37.27,10:12:13.27,10:12:13.3","Ia","1","","",""
"SN2010ia","2010/09/16","03:56:56.20","Ia","1","","",""
"SN2010ii","2010/09/30","22:38:13.18","Ia","1","","",""
"SN2010ij","2010/09/15","22:20:20.19,22:20:19.92,22:20:19.46","Ia","1","1","",""
"SN2010ip","2010/10/03","03:29:48.50,03:29:48.432","Ia","1","1","",""
"SN2010it","2010/10/11","03:41:57.50","Ia","1","","",""
"SN2010iu","2010/10/07","00:40:02.48","Ia","1","","",""
"SN2010iv","2010/10/15","04:03:52.23","Ia","1","","",""
"SN2010ix","2010/10/16","01:00:02.49","Ia","1","","",""
"SN2010ja","2010/10/15","08:02:28.39","Ia","1","","",""
"SN2010jb","2010/10/30","01:04:07.68","Ia","1","","",""
"SN2010jd","2010/09/20","03:37:22.20","Ia","1","","",""
"SN2010jf","2010/10/20","03:40:43.47","Ia","1","","",""
"SN2010jm","2010/11/02","03:46:03.55","Ia","1","","",""
"SN2010jo","2010/11/06","00:57:35.61,00:57:35.58,00:57:35.60","Ia","1","","",""
"SN2010jq","2010/11/11","10:36:36.40","Ia","1","","",""
"SN2010jx","2010/10/28","01:19:42.22","Ia","1","","",""
"SN2010jz","2010/11/02","07:17:15.74","Ia","1","","",""
"SN2010ka","2010/11/07","03:26:01.99","Ia","1","","",""
"SN2010ke","2010/11/14","00:57:24.62,00:57:24.67","Ia","1","","",""
"SN2010kf","2010/11/28","03:36:03.53","Ia","1","","",""
"SN2010ki","2010/12/02","23:16:09.58,23:16:09.60","Ia","1","","",""
"SN2010kl","2010/11/16","11:27:17.48,11:27:17.5,11:27:17.52","Ia","1","","",""
"SN2010kn","2010/12/02","11:50:17.04","Ia","1","","",""
"SN2010kr","2010/11/13","10:47:38.17,10:47:38.2","Ia","1","","",""
"SN2010kt","2010/12/10","05:00:39.19","Ia","1","","",""
"SN2010kz","2010/10/13","02:45:37.19","Ia","1","","",""
"SN2010L","2010/01/12","02:23:28.78","Ia","1","","",""
"SN2010ld","2010/11/03","09:04:03.07","Ia","1","","",""
"SN2010le","2010/11/05","00:20:52.21","Ia","1","","",""
"SN2010li","2010/11/28","02:07:02.52","Ia","1","","",""
"SN2010lj","2010/12/03","08:54:02.21,08:54:02.22","Ia","1","","",""
"SN2010lk","2010/12/03","09:15:14.35","Ia","1","","",""
"SN2010ll","2010/12/10","04:50:29.81","Ia","1","","",""
"SN2010lm","2010/12/20","10:03:57.35","Ia","1","","",""
"SN2010lp","2010/12/29","02:54:03.50","Ia","1","1","",""
"SN2010lq","2010/12/27","08:32:40.98","Ia","1","","0",""
"SN2010lt","2010/12/31","06:06:09.18","Ia","1","","",""
"SN2010lv","2010/12/31","13:19:42.89","Ia","1","","",""
"SN2010lw","2010/05/17","13:11:21.57,13:11:21.62,13:11:21.618","Ia","1","","",""
"SN2010ly","2010/11/13","03:05:03.56","Ia","1","","",""
"SN2010N","2010/01/12","13:09:05.24","Ia","1","","",""
"SN2010R","2010/01/15","12:17:10.49","Ia","1","","",""
"SN2010V","2010/02/04","14:28:38.46,14:28:38.53","Ia","1","","",""
"SN2011ac","2011/02/11","08:43:22.16,08:43:22.15","Ia","1","","",""
"SN2011ad","2011/02/11","11:45:59.58","Ia","1","","",""
"SN2011ag","2011/02/25","03:12:26.55,03:12:26.54","Ia","1","","",""
"SN2011ah","2011/02/05","05:53:50.77","Ia","1","","",""
"SN2011ai","2011/02/24","14:29:05.02,14:29:05.01,14:29:04.98","Ia","1","","",""
"SN2011aj","2011/02/18","16:50:13.98,16:50:13.97","Ia","1","","",""
"SN2011al","2011/02/05","10:26:56.21","Ia","1","","",""
"SN2011au","2011/03/05","09:33:41.55","Ia","1","","",""
"SN2011av","2011/03/08","13:36:55.60","Ia","1","","",""
"SN2011ax","2011/03/10","07:36:09.01","Ia","1","","",""
"SN2011ba","2011/03/24","08:23:09.06","Ia","1","","",""
"SN2011bb","2011/03/14","11:35:27.09","Ia","1","","",""
"SN2011bc","2011/04/01","12:04:32.94,12:04:32.93","Ia","1","","",""
"SN2011bd","2011/03/24","17:47:06.32","Ia","1","","",""
"SN2011be","2011/03/25","09:22:52.62,09:22:52.6,09:22:52.61,09:22:52.56","Ia","1","","",""
"SN2011bf","2011/03/24","13:49:03.23","Ia","1","","",""
"SN2011bg","2011/03/26","11:56:14.31,11:56:14.3,11:56:14.36,11:56:14.4,11:56:14.40","Ia","1","1","",""
"SN2011bk","2011/03/07","16:20:34.75,16:20:34.82","Ia","1","","",""
"SN2011bt","2011/03/28","12:52:55.22","Ia","1","","",""
"SN2011bw","2011/03/30","15:35:58.75","Ia","1","","",""
"SN2011bz","2011/04/24","14:04:43.75,14:04:43.8,14:04:44.52,14:04:43.68","Ia","1","","",""
"SN2011C","2011/01/05","11:17:54.88","Ia","1","","",""
"SN2011ce","2011/04/19","18:55:35.84,18:55:35.79","Ia-02cx","1","","",""
"SN2011cg","2011/04/14","14:59:09.25","Ia","1","","",""
"SN2011ch","2011/04/27","13:02:54.31","Ia","1","","",""
"SN2011ci","2011/05/04","10:18:00.41,10:18:00.40","Ia","1","","",""
"SN2011cm","2011/04/14","17:14:19.18","Ia","1","","",""
"SN2011cn","2011/04/24","13:55:31.54","Ia","1","","",""
"SN2011cr","2011/04/26","22:04:51.77","Ia","1","","",""
"SN2011ct","2011/04/27","15:06:34.40","Ia","1","","",""
"SN2011cx","2011/05/02","12:14:22.16","Ia","1","","",""
"SN2011di","2011/05/13","18:43:59.06,18:43:59.00","Ia","1","","",""
"SN2011dj","2011/06/04","13:07:06.69","Ia","1","","",""
"SN2011dl","2011/06/17","16:18:04.97,16:18:04.96","Ia","1","","",""
"SN2011do","2011/06/11","04:25:47.56","Ia","1","","",""
"SN2011dp","2011/06/02","01:45:24.77","Ia","1","","",""
"SN2011dv","2011/06/28","16:12:04.62,16:12:04.61","Ia","1","","",""
"SN2011dx","2011/06/27","03:37:05.61,03:37:05.00","Ia","1","","",""
"SN2011dz","2011/06/26","16:12:44.82,16:12:44.83,16:12:44.88","Ia","1","1","",""
"SN2011ea","2011/07/01","12:27:36.38","Ia","1","","",""
"SN2011eb","2011/07/09","01:57:36.58","Ia","1","","",""
"SN2011ec","2011/05/14","22:41:37.57,22:41:37.50","Ia","1","","",""
"SN2011ed","2011/03/26","19:15:34.34,19:15:34.35","Ia","1","","",""
"SN2011el","2011/08/01","03:00:18.2,03:00:18.20","Ia","1","","",""
"SN2011em","2011/08/04","13:27:13.19,13:27:13.18","Ia","1","","",""
"SN2011eq","2011/04/29","21:17:59.27","Ia","1","","",""
"SN2011er","2011/05/25","15:49:50.65","Ia","1","","",""
"SN2011et","2011/06/02","15:30:01.40","Ia","1","","",""
"SN2011ex","2011/06/13","15:48:51.75","Ia","1","","",""
"SN2011ez","2011/06/24","12:42:42.43","Ia","1","","",""
"SN2011fc","2011/07/11","23:01:36.38","Ia","1","","",""
"SN2011ff","2011/08/22","22:45:02.28,22:45:02.4,22:45:03.93,22:45:02.27","Ia","1","1","",""
"SN2011fg","2011/08/20","23:23:20.59","Ia Pec","1","","",""
"SN2011fk","2011/08/29","00:54:42.06","Ia","1","","",""
"SN2011fm","2011/08/22","19:06:50.17,19:06:50.16","Ia","1","","",""
"SN2011fn","2011/06/29","06:48:34.96,06:48:34.95","Ia","1","","",""
"SN2011fp","2011/08/29","00:15:25.61","Ia","1","","",""
"SN2011fw","2011/09/23","03:20:54.24","Ia","1","1","",""
"SN2011G","2011/01/08","12:09:41.81","Ia","1","","",""
"SN2011ga","2011/09/18","22:40:27.42","Ia","1","1","",""
"SN2011gb","2011/09/24","01:33:42.94,01:33:42.93","Ia","1","1","",""
"SN2011gg","2011/09/20","00:46:21.08,00:46:21.07","Ia","1","1","",""
"SN2011gi","2011/09/21","00:32:43.00,00:32:43.0,00:32:43.001","Ia","1","","",""
"SN2011gj","2011/09/07","01:19:24.15,01:19:24.14","Ia","1","1","",""
"SN2011gn","2011/09/30","07:06:28.29","Ia","1","","",""
"SN2011gq","2011/09/26","21:42:28.44,21:42:28.4,21:42:28.32","Ia","1","","",""
"SN2011gr","2011/09/18","00:20:45.98,00:20:45.97","Ia","1","1","",""
"SN2011gt","2011/09/26","19:56:48.26,19:56:48.3,19:56:48.25,19:56:48.24","Ia","1","","",""
"SN2011gz","2011/10/03","00:37:46.27","Ia","1","","",""
"SN2011H","2011/01/04","02:23:06.02","Ia","1","","",""
"SN2011hc","2011/10/23","20:12:10.07","Ia","1","1","",""
"SN2011hd","2011/10/24","09:58:48.30","Ia","1","1","",""
"SN2011he","2011/10/20","22:36:46.72","Ia Pec","1","1","",""
"SN2011hf","2011/10/17","22:16:51.14","Ia","1","1","",""
"SN2011hh","2011/10/26","02:57:04.61","Ia","1","","",""
"SN2011hl","2011/09/26","00:01:55.69","Ia","1","1","",""
"SN2011ho","2011/10/28","11:44:12.95,11:44:13.0,11:44:12.94,11:44:12.72","Ia","1","","",""
"SN2011hq","2011/11/01","05:00:56.13","Ia","1","","",""
"SN2011hu","2011/11/06","06:33:40.85,06:33:40.84","Ia","1","","",""
"SN2011hv","2011/11/17","23:18:16.55,23:18:16.54","Ia","1","1","",""
"SN2011hz","2011/11/03","08:52:34.24","Ia","1","1","",""
"SN2011I","2011/01/06","09:50:24.99","Ia","1","","",""
"SN2011ic","2011/11/18","10:15:33.21,10:15:33.20","Ia","1","","",""
"SN2011ie","2011/11/17","23:00:54.71,23:00:54.70","Ia","1","1","",""
"SN2011ig","2011/11/17","01:05:54.65","Ia","1","1","",""
"SN2011ij","2011/11/18","06:58:07.68,06:58:07.67","Ia","1","","",""
"SN2011ik","2011/11/24","02:25:04.11,02:25:04.1,02:25:04.09,02:25:04.08","Ia","1","","",""
"SN2011il","2011/11/20","07:35:08.62","Ia","1","","",""
"SN2011iq","2011/10/29","02:48:49.60","Ia","1","1","",""
"SN2011is","2011/11/21","14:01:47.00,14:01:47.16,14:01:47.20","Ia","1","1","",""
"SN2011J","2011/01/08","10:50:44.20","Ia","1","","",""
"SN2011jd","2011/11/19","00:22:54.27","Ia","1","1","",""
"SN2011jr","2011/12/25","07:06:39.92,07:06:39.91","Ia","1","","",""
"SN2011jt","2011/12/31","14:53:23.01","Ia","1","","",""
"SN2011ju","2011/12/25","08:10:43.55","Ia","1","","",""
"SN2011jv","2011/12/27","04:48:02.55","Ia","1","","",""
"SN2011jw","2011/12/27","10:47:41.70","Ia","1","","",""
"SN2011jx","2011/12/29","10:29:08.76","Ia","1","","",""
"SN2011ka","2011/12/29","05:14:28.26","Ia","1","","",""
"SN2011kc","2011/12/28","10:35:51.00","Ia","1","","",""
"SN2011kd","2011/12/29","12:14:55.42","Ia","1","","",""
"SN2011kk","2011/01/25","05:07:37.88,05:07:37.90","Ia","1","","",""
"SN2011L","2011/01/14","23:40:11.52","Ia","1","","",""
"SN2011Q","2011/01/05","09:19:11.45","Ia","1","","",""
"SN2011T","2011/01/28","17:10:03.62,17:10:03.61","Ia","1","","",""
"SN2011U","2011/01/28","04:13:33.94,04:13:33.93","Ia","1","","",""
"SN2011Y","2011/01/27","08:12:58.25","Ia","1","","",""
"SN2011Z","2011/01/29","13:30:43.04,13:30:42.96","Ia","1","1","",""
"SN2012ac","2012/02/11","03:34:33.42","Ia","1","1","",""
"SN2012ad","2012/01/26","06:38:45.07","Ia","1","1","",""
"SN2012ae","2012/02/13","08:58:55.88","Ia","1","1","",""
"SN2012af","2012/02/11","15:00:30.87","Ia","1","","",""
"SN2012ah","2012/02/21","23:25:59.63","Ia","1","","",""
"SN2012aj","2012/02/21","16:27:03.96","Ia","1","","",""
"SN2012aq","2012/02/24","14:54:05.13","Ia","1","1","",""
"SN2012ar","2012/03/01","16:20:36.02","Ia","1","","",""
"SN2012ax","2012/02/18","11:11:58.35","Ia","1","1","",""
"SN2012ay","2012/02/24","09:43:25.71","Ia","1","1","",""
"SN2012B","2012/01/08","03:51:34.52","Ia","1","","",""
"SN2012bc","2012/02/03","10:58:14.99","Ia","1","","",""
"SN2012be","2012/02/21","11:20:52.36","Ia","1","1","",""
"SN2012bf","2012/02/10","15:13:41.81,15:13:41.82","Ia","1","","",""
"SN2012bi","2012/03/03","12:13:00.23,12:13:00.2,12:13:00.48","Ia","1","","",""
"SN2012bj","2012/03/15","08:43:32.32","Ia Pec","1","","",""
"SN2012bm","2012/03/27","13:05:45.66","Ia","1","1","",""
"SN2012bs","2012/03/28","15:23:01.70","Ia","1","1","",""
"SN2012bx","2012/04/11","11:44:29.41","Ia","1","1","",""
"SN2012cf","2012/05/14","13:41:10.49","Ia","1","","",""
"SN2012ci","2012/05/16","14:38:23.48","Ia","1","","",""
"SN2012cm","2012/05/13","09:10:05.45","Ia","1","1","",""
"SN2012cn","2012/05/14","12:08:24.46","Ia","1","","",""
"SN2012co","2012/05/03","21:44:08.52","Ia","1","","",""
"SN2012cu","2012/06/14","12:53:29.35,12:53:29.4,12:53:29.28","Ia","1","","0",""
"SN2012cv","2012/06/07","09:58:28.906,09:58:28.91,09:58:28.92","Ia","1","","",""
"SN2012cx","2012/06/15","17:10:05.861,17:10:05.86","Ia","1","","",""
"SN2012cy","2012/06/14","10:55:21.80,10:55:21.8,10:55:21.6","Ia","1","","",""
"SN2012db","2012/06/24","17:48:48.70,17:48:48.63","Ia","1","","",""
"SN2012dc","2012/06/20","15:38:17.95","Ia","1","","",""
"SN2012dd","2012/06/05","10:57:16.46","Ia","1","1","",""
"SN2012de","2012/06/25","22:15:05.32,15:05:32","Ia","1","1","",""
"SN2012df","2012/06/27","17:48:18.75","Ia","1","1","",""
"SN2012dg","2012/06/26","18:18:18.80","Ia","1","1","",""
"SN2012di","2012/06/14","14:08:06.69,14:08:07.0","Ia","1","1","",""
"SN2012dl","2012/06/06","19:12:08.21","Ia","1","","",""
"SN2012dm","2012/06/27","14:13:46.13,14:13:46.165","Ia","1","","",""
"SN2012do","2012/06/20","13:56:35.28,13:56:35.00","Ia","1","1","",""
"SN2012dq","2012/07/09","07:54:55.48","Ia","1","1","",""
"SN2012dr","2012/06/18","13:33:49.61,13:33:50.00","Ia","1","1","",""
"SN2012ds","2012/07/16","16:23:45.92","Ia","1","1","",""
"SN2012dv","2012/07/18","21:48:30.29","Ia","1","1","",""
"SN2012dz","2012/08/08","18:18:56.20,18:18:56.2","Ia","1","1","",""
"SN2012E","2012/01/14","02:33:22.79","Ia","1","1","",""
"SN2012ea","2012/08/08","17:45:10.40","Ia Pec","1","","",""
"SN2012ee","2012/08/13","20:45:15.28,20:45:15.3,20:45:15.36","Ia","1","1","",""
"SN2012ef","2012/08/18","23:50:19.25","Ia","1","","",""
"SN2012ei","2012/08/22","14:24:05.71,14:24:05.76","Ia","1","1","0",""
"SN2012el","2012/08/18","15:39:57.22","Ia","1","1","",""
"SN2012en","2012/09/09","04:07:25.28","Ia","1","1","",""
"SN2012eo","2012/08/27","22:14:37.82","Ia","1","1","",""
"SN2012ep","2012/08/28","23:16:22.09,23:16:22.00","Ia","1","1","",""
"SN2012er","2012/08/21","17:31:52.66,17:31:52.62","Ia","1","1","",""
"SN2012et","2012/09/12","23:42:38.82","Ia","1","1","",""
"SN2012ev","2012/09/05","22:03:02.99","Ia","1","","",""
"SN2012ez","2012/09/08","03:35:16.368,03:35:16.37","Ia","1","","",""
"SN2012fa","2012/09/14","03:34:59.022,03:34:59.02","Ia","1","","",""
"SN2012fb","2012/09/17","01:50:51.20,01:50:51.2","Ia","1","","",""
"SN2012fd","2012/09/22","05:58:51.93","Ia","1","","",""
"SN2012fe","2012/09/26","17:43:12.18,17:43:12.182","Ia","1","","",""
"SN2012ff","2012/08/21","23:05:48.71","Ia","1","1","",""
"SN2012fl","2012/10/13","02:56:04.38,02:56:04.40,02:56:04","Ia","1","1","",""
"SN2012fm","2012/10/21","06:56:13.39,6:56:13.39","Ia","1","1","",""
"SN2012fq","2012/10/07","03:32:32.900,03:32:32.90,03:32:32.887","Ia","1","","",""
"SN2012fv","2012/06/20","19:06:51.65,19:06:51.58,19:06:51.57","Ia","1","4","",""
"SN2012fw","2012/08/19","21:01:58.99","Ia","1","6","",""
"SN2012fx","2012/08/22","02:55:41.20,02:55:41.26","Ia","1","1","",""
"SN2012G","2012/01/14","12:39:35.10,12:39:35.1","Ia","1","","",""
"SN2012gb","2012/10/31","22:15:42.84","Ia","1","","",""
"SN2012gd","2012/10/23","01:51:47.78,01:51:47.70","Ia","1","1","",""
"SN2012ge","2012/10/25","13:14:47.05","Ia","1","1","",""
"SN2012gl","2012/10/29","10:12:50.32","Ia","1","","",""
"SN2012gm","2012/11/19","23:17:37.03","Ia","1","1","",""
"SN2012go","2012/11/14","22:41:51.83","Ia","1","","",""
"SN2012gp","2012/10/10","06:20:06.24","Ia","1","","",""
"SN2012gs","2012/10/25","03:33:38.184,03:33:38.18","Ia","1","","",""
"SN2012gt","2012/10/25","03:33:08.760,03:33:08.76,03:33:08.747","Ia","1","","",""
"SN2012gv","2012/11/10","03:31:37.087,03:31:37.09","Ia","1","","",""
"SN2012gw","2012/10/06","10:10:09.15","Ia","1","","",""
"SN2012gy","2012/11/15","07:56:35.55,07:56:35.6,07:56:35.71,07:56:35.52","Ia","1","","",""
"SN2012gz","2012/11/20","02:50:17.61","Ia","1","","",""
"SN2012H","2012/01/10","05:20:14.94","Ia","1","","",""
"SN2012ha","2012/11/20","13:00:36.10","Ia","1","","",""
"SN2012hg","2012/11/25","07:07:25.60","Ia","1","","",""
"SN2012hh","2012/11/22","02:42:39.57,02:42:39.62","Ia","1","1","",""
"SN2012hj","2012/12/04","11:07:19.19","Ia","1","1","",""
"SN2012hl","2012/12/04","00:50:17.76,00:50:17.8","Ia","1","1","",""
"SN2012hm","2012/12/07","02:33:23.32","Ia","1","","",""
"SN2012hp","2012/12/09","03:54:17.33","Ia","1","1","",""
"SN2012hq","2012/12/07","02:07:30.50","Ia","1","","",""
"SN2012hu","2012/12/11","23:01:29.36,23:01:29.28","Ia","1","","",""
"SN2012hx","2012/12/04","05:01:29.88","Ia","1","1","",""
"SN2012hy","2012/11/11","13:01:23.41","Ia","1","","",""
"SN2012hz","2012/12/10","06:43:41.89","Ia","1","1","",""
"SN2012I","2012/01/18","02:58:27.83","Ia","1","","",""
"SN2012ia","2012/12/12","10:35:48.24","Ia","1","1","",""
"SN2012ic","2012/12/22","03:13:53.71","Ia","1","","",""
"SN2012ie","2012/12/23","02:24:22.35","Ia","1","1","",""
"SN2012if","2012/12/20","11:17:30.29","Ia","1","1","",""
"SN2012ig","2012/12/21","21:14:22.87","Ia","1","1","",""
"SN2012ih","2012/12/10","06:56:42.91","Ia","1","2","",""
"SN2012ii","2012/12/23","07:16:55.48","Ia","1","","",""
"SN2012ik","2012/12/23","07:35:26.91","Ia","1","","",""
"SN2012M","2012/01/20","14:56:59.85","Ia","1","1","",""
"SN2012N","2012/01/21","14:35:44.63","Ia","1","1","",""
"SN2012O","2012/01/18","13:00:39.99","Ia","1","","",""
"SN2012T","2012/01/26","14:01:41.69,13:10:19.68","Ia","1","1","",""
"SN2012U","2012/01/20","02:06:04.33","Ia","1","","",""
"SN2012X","2012/01/29","11:29:20.8,11:29:20.80","Ia","1","","",""
"SN2013A","2013/01/01","02:22:04.26","Ia","1","","",""
"SN2013ad","2013/02/15","03:38:41.03","Ia-91T","1","","",""
"SN2013ae","2013/02/19","02:41:53.16","Ia","1","1","",""
"SN2013ah","2013/02/22","09:44:33.80","Ia","1","","",""
"SN2013al","2013/03/03","11:14:54.07","Ia","1","1","",""
"SN2013ap","2013/02/18","12:58:24.92","Ia","1","1","",""
"SN2013as","2013/03/15","11:52:52.34","Ia","1","","",""
"SN2013av","2013/03/01","12:19:32.65,12:19:32.64,12:19:33","Ia","1","1","",""
"SN2013ax","2013/03/07","07:20:03.51","Ia","1","","",""
"SN2013ay","2013/03/26","18:42:37.86","Ia","1","","",""
"SN2013az","2013/03/24","05:39:52.13,05:39:52.1,05:39:52.128","Ia","1","","",""
"SN2013B","2013/01/03","09:04:00.80","Ia","1","1","",""
"SN2013ba","2013/04/04","13:52:56.63","Ia","1","1","",""
"SN2013bc","2013/03/31","13:10:21.31,13:10:21.3,13:10:21.36","Ia","1","1","",""
"SN2013bf","2013/03/28","08:58:36.07","Ia","1","","",""
"SN2013bo","2013/04/15","13:17:29.19","Ia","1","2","",""
"SN2013bp","2013/04/15","12:19:04.88,12:19:05","Ia","1","1","",""
"SN2013bq","2013/04/15","13:04:08.45,13:04:08.44,13:04:08","Ia","1","1","",""
"SN2013bz","2013/04/21","13:26:51.32,13:26:51.3,13:26:51.36","Ia","1","2","",""
"SN2013C","2013/01/04","11:05:55.22","Ia","1","","",""
"SN2013cb","2013/05/01","11:35:01.74","Ia","1","1","",""
"SN2013cd","2013/04/28","08:16:49.00","Ia","1","1","",""
"SN2013ci","2013/05/04","17:04:53.68","Ia","1","1","",""
"SN2013ck","2013/05/08","15:24:29.07,15:24:29","Ia","1","1","",""
"SN2013cl","2013/05/03","16:19:31.59,16:19:32","Ia","1","1","",""
"SN2013cm","2013/05/10","17:20:01.94,17:20:01.93","Ia","1","","",""
"SN2013cp","2013/05/07","16:19:52.22","Ia","1","","",""
"SN2013cw","2013/05/29","16:41:27.17","Ia","1","","",""
"SN2013D","2013/01/03","03:41:15.13","Ia","1","","",""
"SN2013da","2013/06/05","13:45:36.21,13:45:36.24","Ia","1","","",""
"SN2013di","2013/06/12","22:36:27.46,22:36:27.5,22:36:27.36","Ia","1","","",""
"SN2013dj","2013/06/10","16:46:01.94","Ia","1","","",""
"SN2013dl","2013/06/17","01:18:41.76,01:18:41.904","Ia","1","","",""
"SN2013dm","2013/05/02","13:50:52.85,13:50:52.90","Ia","1","","",""
"SN2013dp","2013/06/10","16:17:32.31","Ia","1","","",""
"SN2013dq","2013/06/27","00:51:34.84,00:51:34.8,00:51:34.848","Ia","1","","",""
"SN2013dt","2013/06/30","22:44:35.60,22:44:35.6","Ia","1","1","",""
"SN2013dv","2013/07/02","17:03:10.73","Ia","1","","",""
"SN2013ea","2013/07/09","01:20:16.45","Ia","1","","",""
"SN2013eb","2013/07/13","15:11:14.85","Ia","1","1","",""
"SN2013ec","2013/07/02","16:27:50.26","Ia","1","","",""
"SN2013ed","2013/07/18","16:16:24.29","Ia","1","","",""
"SN2013ef","2013/07/04","01:55:20.71,01:55:20.710,01:55:20.88","Ia","1","1","",""
"SN2013eg","2013/06/10","10:43:28.19","Ia","1","","",""
"SN2013ei","2013/06/26","21:26:31.93,21:26:31.92","Ia","1","","",""
"SN2013em","2013/07/27","23:02:26.62","Ia","1","1","",""
"SN2013eo","2013/07/31","20:06:57.88","Ia","1","","",""
"SN2013er","2013/07/29","13:07:51.09","Ia","1","1","",""
"SN2013et","2013/08/02","02:14:17.05","Ia","1","1","",""
"SN2013ey","2013/08/11","20:58:03.73","Ia","1","","",""
"SN2013fa","2013/08/25","20:43:53.57","Ia","1","","",""
"SN2013fb","2013/08/27","02:22:42.07","Ia","1","2","",""
"SN2013fe","2013/08/13","03:03:53.25","Ia","1","","",""
"SN2013fg","2013/09/02","08:21:22.44","Ia","1","","",""
"SN2013fh","2013/08/30","04:21:38.20","Ia","1","","",""
"SN2013fi","2013/08/31","03:04:38.57,03:04:38.56","Ia","1","1","",""
"SN2013fk","2013/09/03","01:57:33.54,01:57:33.55","Ia","1","","",""
"SN2013fm","2013/09/06","07:31:05.40","Ia","1","","",""
"SN2013fo","2013/09/24","01:20:31.94","Ia","1","","",""
"SN2013fx","2013/10/21","23:03:21.77","Ia","1","1","",""
"SN2013fz","2013/11/02","04:23:46.44","Ia","1","1","",""
"SN2013G","2013/01/05","11:53:21.32,11:53:21.3,11:53:21.322,11:53:21.36","Ia","1","","",""
"SN2013ga","2013/10/19","22:04:21.53","Ia","1","","",""
"SN2013gb","2013/10/31","08:58:52.52","Ia","1","","",""
"SN2013gf","2013/11/06","09:05:26.46","Ia","1","","",""
"SN2013gi","2013/11/13","06:23:47.27","Ia","1","1","",""
"SN2013gp","2013/10/21","03:26:55.51","Ia","1","","",""
"SN2013gq","2013/03/25","08:17:53.51,08:17:53.46","Ia","1","3","",""
"SN2013gr","2013/11/28","01:46:27.90","Ia Pec","1","36","",""
"SN2013gt","2013/11/16","07:21:31.66,07:21:31.65","Ia","1","1","",""
"SN2013gv","2013/12/04","03:09:57.30,03:09:57.31","Ia","1","1","",""
"SN2013gw","2013/11/28","13:22:48.38","Ia","1","1","",""
"SN2013gz","2013/12/02","17:46:27.70","Ia","1","1","",""
"SN2013H","2013/01/06","09:06:30.70","Ia","1","","",""
"SN2013hb","2013/10/07","01:50:46.32,01:50:46.3","Ia Pec","1","1","",""
"SN2013hg","2013/12/10","12:09:55.69","Ia","1","1","",""
"SN2013hl","2013/12/13","11:50:00.16","Ia","1","","",""
"SN2013hm","2013/11/26","17:50:48.49","Ia","1","1","",""
"SN2013hp","2013/12/12","23:13:59.72","Ia","1","","",""
