"Name","Disc. Date","R.A.","Type","Phot.","Spec.","Radio","X-ray"
"SN2003it","2003/10/13","00:05:48.47","Ia","29","15","",""
"SNLS-03D4dy","2003/09/28","22:14:50.526,22:14:50.513","Ia","29","1","",""
"SNLS-04D2ac","2004/01/29","10:00:18.882,10:00:18.924,10:00:18.923","Ia","29","1","",""
"SNLS-04D4ib","2004/09/19","22:16:41.713","Ia","29","1","",""
"SDSS-II SN 14268","2006/09/22","03:28:47.862,03:28:47.832,03:28:47.856","Ia","29","","",""
"SDSS-II SN 15448","2006/10/12","03:29:31.296,03:29:31.272","Ia","29","","",""
"SDSS-II SN 15814","2006/10/16","01:58:54.045,01:58:54.024,01:58:54.048","Ia","29","","",""
"SDSS-II SN 15829","2006/10/20","21:32:20.539,21:32:20.64","Ia","29","","",""
"SDSS-II SN 16302","2006/10/29","22:07:04.13,22:07:04.08","Ia","29","","",""
"SDSS-II SN 17577","2007/09/05","22:07:39.55,22:07:39.6","Ia","29","","",""
"SDSS-II SN 17695","2007/09/14","02:47:57.55,02:47:57.552,02:47:57.576","Ia","29","","",""
"SDSS-II SN 5803","2005/10/05","22:23:55.17,22:23:55.2","Ia","29","","",""
"SDSS-II SN 5897","2005/10/12","02:32:39.330,02:32:39.336,02:32:39.312","Ia","29","","",""
"SDSS-II SN 6333","2005/10/12","21:46:45.84","Ia","29","","",""
"SN2006fk","2006/09/11","22:01:01.33,22:01:01.44,22:01:01.2","Ia","29","1","",""
"SN2006no","2006/10/29","22:08:21.44,22:08:21.36","Ia","29","","",""
"SN2006sb","2006/11/12","02:06:30.310,02:06:30.31,02:06:30.312","Ia","29","1","",""
"SN2006sq","2006/11/24","02:07:11.629,02:07:11.63,02:07:11.62,02:07:11.267","Ia","29","2","",""
"SN2006tg","2006/11/28","02:04:14.171,02:04:14.17,02:04:14.168","Ia","29","1","",""
"SN2007ik","2007/09/05","22:38:53.760,22:38:53.76,22:38:53.72","Ia","29","","",""
"SN2007jl","2007/09/03","21:29:17.04,21:29:16.8,21:29:16.94","Ia","29","1","",""
"SN2007pt","2007/10/29","02:07:38.372,02:07:38.496,02:07:38.52,02:07:38.51","Ia","29","","",""
"SN2007qs","2007/11/04","03:11:46.03,03:11:46.032,03:11:46.008","Ia","29","1","",""
"SN2007rd","2007/10/30","20:47:01.094,20:47:00.96,20:47:01.2,20:47:01.09","Ia","29","1","",""
"SNLS-05D1hm","2005/11/28","02:27:46.217","Ia","29","","",""
"SNLS-05D2bt","2005/02/01","10:01:40.244","Ia","29","1","",""
"SNLS-05D3lr","2005/06/08","14:22:12.142","Ia","29","","",""
"ASASSN-14my","2014/12/29","11:38:29.980,11:38:29.98,11:38:29.96,11:38:30","Ia","29","","",""
"OGLE-2013-SN-147","2013/12/24","05:48:57.86","Ia Pec","29","1","",""
"SN2010fo","2010/06/06","16:18:53.807,16:18:53.81,16:18:53.806","Ia","29","","",""
"SN2010fq","2010/06/06","16:13:48.216,12:21:59.468,16:13:48.217,12:21:59.470","Ia","29","","",""
"OGLE15rc","2015/11/14","04:59:27.51,04:59:27.504","Ia","29","1","",""
"PS16azp","2016/03/02","13:50:09.24","Ia","29","","",""
"SN2016aoz","2016/02/19","09:15:18.17,09:15:18.16","Ia","29","","",""
"SN2016ccz","2016/05/13","14:31:09.26,14:31:09.260,14:31:09.12,14:31:09.23","Ia","29","1","",""
"SN2017yh","2017/01/30","17:52:06.25,17:52:06.130,17:52:06.24,17:52:06.13","Ia","29","","",""
"SN1961H","1961/05/02","12:36:27.27,12:36:27.28,12:36:27.3","Ia","29","","",""
"SN1992bk","1992/11/19","03:43:01.90","Ia","28","","",""
"SN1992P","1992/04/03","12:42:48.93,12:42:48.95","Ia","28","","",""
"SN2003ae","2003/01/23","09:28:22.60,09:28:22.58,09:28:22.588","Ia","28","6","",""
"SNLS-03D1aw","2003/09/23","02:24:14.792,02:24:14.780,02:24:14.786","Ia","28","1","",""
"SNLS-03D1bk","2003/09/28","02:26:27.414,02:26:27.410,02:26:27.412","Ia","28","1","",""
"SNLS-04D1ks","2004/10/09","02:24:09.516","Ia","28","1","",""
"SNLS-04D4an","2004/07/10","22:15:57.101,22:15:57.119","Ia","28","1","",""
"SNLS-04D4jr","2004/10/18","22:14:14.320,22:14:14.335","Ia","28","2","",""
"SNLS-04D4ju","2004/10/09","22:17:02.726,22:17:02.733","Ia","28","1","",""
"SDSS-II SN 1166","2005/09/09","00:37:25.35,00:37:25.3,00:37:25.354,00:37:25.34,00:37:25.3584,00:37:25.344","Ia","28","","",""
"SDSS-II SN 1302","2005/09/09","03:34:37.152,03:34:37.128","Ia","28","","",""
"SDSS-II SN 13476","2006/09/15","23:44:04.008,23:44:04.08","Ia","28","","",""
"SDSS-II SN 13675","2006/09/17","20:42:38.153,20:42:38.16","Ia","28","","",""
"SDSS-II SN 13859","2006/09/16","00:44:14.924,00:44:14.904,00:44:14.928","Ia","28","","",""
"SDSS-II SN 14900","2006/09/27","03:00:56.688","Ia","28","","",""
"SDSS-II SN 15048","2006/09/27","02:54:57.096","Ia","28","","",""
"SDSS-II SN 15522","2006/10/13","02:39:49.272,02:39:49.248","Ia","28","","",""
"SDSS-II SN 15675","2006/10/17","22:52:41.693,22:52:41.76","Ia","28","","",""
"SDSS-II SN 15726","2006/10/04","23:17:58.728,23:17:58.8","Ia","28","","",""
"SDSS-II SN 16046","2006/10/01","03:13:59.352","II","28","","",""
"SDSS-II SN 16362","2006/10/31","01:11:48.245,01:11:48.24,01:11:48.216,01:11:48.238","Ia","28","1","",""
"SDSS-II SN 16436","2006/11/02","03:22:37.512,03:22:37.536,03:22:37.488","Ia","28","","",""
"SDSS-II SN 1658","2005/09/10","23:50:01.102,23:50:00.96,23:50:01.2","Ia","28","","",""
"SDSS-II SN 18704","2007/09/15","00:46:05.249,00:46:05.232,00:46:05.256","Ia","28","","",""
"SDSS-II SN 19209","2007/09/30","22:57:03.197,22:57:03.12","Ib/c","28","","",""
"SDSS-II SN 20090","2007/10/15","20:07:36.000,20:07:36","Ia","28","","",""
"SDSS-II SN 20217","2007/10/19","22:27:49.104,22:27:49.2","Ia","28","","",""
"SDSS-II SN 2162","2005/09/03","01:01:46.296,01:01:46.176,01:01:46.2","Ia","28","","",""
"SDSS-II SN 4236","2005/09/24","00:07:37.36,00:07:37.34,00:07:37.3632,00:07:37.3728","Ia","28","","",""
"SDSS-II SN 7205","2005/10/20","02:56:25.73,02:56:25.728,02:56:25.752","Ia","28","","",""
"SN2005ao","2005/03/07","17:44:49.64,17:44:49.68","Ia","28","5","",""
"SN2005fp","2005/09/14","00:27:13.69,00:27:13.7,00:27:13.706,00:27:13.678,00:27:13.7088,00:27:13.6776","Ia","28","","",""
"SN2005gt","2005/09/25","02:04:03.84,02:04:03.8,02:04:03.816","Ia","28","","",""
"SN2005jj","2005/10/28","20:56:44.66,20:56:44.7,20:56:44.64","Ia?","28","","",""
"SN2005lg","2005/11/03","01:16:20.07,01:16:20.1,01:16:20.064,01:16:20.04","Ia","28","","",""
"SN2006fi","2006/08/28","22:19:50.26,22:19:50.16","Ia","28","1","",""
"SN2006ge","2006/08/28","21:49:35.79,21:49:35.76","Ia","28","","",""
"SN2006mz","2006/10/17","21:10:34.80,21:10:34.8,21:10:34.81","Ia","28","","",""
"SN2006on","2006/11/11","21:55:58.50,21:55:58.56,21:55:58.49","Ia","28","1","",""
"SN2007bz","2007/04/22","12:56:53.77","Ia","28","2","",""
"SN2007ia","2007/09/04","03:43:10.056,03:43:10.06,03:43:10.032","Ia","28","","",""
"SN2007id","2007/09/05","21:46:00.48,21:46:00.49","Ia","28","","",""
"SN2007jw","2007/09/14","02:02:32.74,02:02:32.736","Ia","28","1","",""
"SN2007lw","2007/10/06","23:36:48.90,23:36:48.96","Ia","28","","",""
"SN2007nd","2007/10/08","00:40:18.81,00:40:18.792,00:40:18.816","Ia","28","","",""
"SN2007nf","2007/10/08","01:03:26.600,01:03:26.448,01:03:26.472,01:03:26.47","Ia","28","1","",""
"SN2007R","2007/01/26","07:46:37.53","Ia","28","1","",""
"SN2007ti","2007/10/08","02:10:09.84,02:10:09.837,02:10:09.836","Ia","28","2","",""
"SN2007ub","2007/11/07","02:07:24.14,02:07:24.136,02:07:24.132","Ia","28","2","",""
"SN2007uj","2007/11/15","02:33:19.03,02:33:19.034,02:33:19.036","Ia","28","1","",""
"SN2008ac","2008/01/30","11:53:45.18,11:53:45.200","Ia","28","","",""
"SNLS-05D1er","2005/10/27","02:25:41.457","Ia","28","1","",""
"SNLS-05D3cx","2005/04/09","14:21:06.542","Ia","28","1","",""
"SNLS-05D4ay","2005/07/01","22:14:33.191","Ia","28","2","",""
"SNLS-05D4ev","2005/09/10","22:13:30.424","Ia","28","1","",""
"SNLS-06D2fb","2006/04/29","09:59:32.147","Ia","28","","",""
"SNLS-06D3do","2006/04/29","14:16:59.392","Ia","28","","",""
"SNLS-06D4cl","2006/07/20","22:16:57.053","Ia","28","1","",""
"ASASSN-13dd","2013/09/24","09:07:36.75,09:07:36.72","Ia","28","1","",""
"LSQ12gzm","2012/12/04","02:40:44.0,02:40:43.61","Ia","28","1","",""
"OGLE-2013-SN-015","2013/02/15","02:02:21.55,02:02:21.56","Ia","28","","",""
"OGLE-2013-SN-118","2013/11/17","05:14:47.50","Ia","28","7","",""
"PS1-10bkf","2010/11/02","08:47:18.713,08:47:18.715,08:47:18.714","Ia","28","","",""
"PS1-11bg","2011/01/11","10:03:58.861,10:03:58.860","Ia","28","","",""
"SN2010ap","2010/02/13","08:36:12.605,08:36:12.48,08:36:12.61,08:36:12.606","Ia","28","","",""
"SN2010dm","2010/05/28","12:11:33.36,12:11:33.322,12:11:33.31,12:11:33.319,12:11:33.320","Ia","28","3","",""
"SN2012da","2012/06/18","13:02:33.66","Ia","28","","",""
"SN2014ek","2014/10/18","23:56:06.55","Ia","28","1","",""
"ASASSN-15gz","2015/04/13","14:42:32.140,14:42:32.14,14:42:32.13,14:42:32.16","Ia","28","","",""
"ASASSN-15ps","2015/09/17","06:14:46.195,06:14:46.19,06:14:46.2","Ia","28","","",""
"Gaia15agm","2015/06/01","23:55:56.69,23:55:56.64","Ia","28","1","",""
"PS15bvp","2015/09/05","20:39:07.79","Ia","28","","",""
"SN2016ad","2016/01/08","09:16:40.73","Ia","28","","",""
"SN2016hbj","2016/10/06","00:18:23.82,00:18:23.820,00:18:23.81","Ia","28","1","",""
"SN1986A","1986/02/04","10:46:36.54,10:46:36.56,10:46:36.60","Ia","28","","0",""
"SN2001ex","2001/10/16","06:55:59.89","Ia","27","8","",""
"SN2003hu","2003/09/06","19:11:31.40","Ia","27","6","",""
"SN2003jt","2003/10/24","02:31:54.60,02:31:54.608,02:31:54.595","Ia","27","1","",""
"SNLS-04D1iv","2004/09/20","02:24:48.051","Ia","27","1","",""
"SNLS-04D3nc","2004/07/12","14:16:18.219,14:16:18.224","Ia","27","1","",""
"SNLS-04D4bk","2004/07/10","22:15:07.704,22:15:07.681","Ia","27","1","",""
"SDSS-II SN 13633","2006/09/11","00:18:39.757,00:18:39.74,00:18:39.7584,00:18:39.7608,00:18:39.744","Ia","27","","",""
"SDSS-II SN 14467","2006/09/27","01:42:24.470,01:42:24.456,01:42:24.48","Ia","27","","",""
"SDSS-II SN 14751","2006/09/29","02:25:15.96,02:25:15.936","Ia","27","","",""
"SDSS-II SN 1504","2005/09/03","02:40:01.54,02:40:01.536","Ia","27","","",""
"SDSS-II SN 15104","2006/09/20","23:44:45.6,23:44:45.36","Ia","27","","",""
"SDSS-II SN 15357","2006/10/11","22:21:20.982,22:21:20.88","Ia","27","","",""
"SDSS-II SN 15860","2006/10/16","00:18:23.381,00:18:23.364,00:18:23.3976","Ia","27","","",""
"SDSS-II SN 15944","2006/10/14","23:14:45.803,23:14:45.84","Ia","27","","",""
"SDSS-II SN 20397","2007/10/29","22:21:05.52","Ia","27","","",""
"SDSS-II SN 20501","2007/10/09","01:50:12.528,01:50:12.48","Ia","27","","",""
"SDSS-II SN 21709","2007/11/09","21:46:06.276,21:46:06.24","Ia","27","","",""
"SDSS-II SN 7654","2005/09/14","00:09:53.397,00:09:53.371,00:09:53.3976,00:09:53.383,00:09:53.3712","Ia","27","","",""
"SDSS-II SN 9334","2005/10/30","23:07:58.328,23:07:58.32","Ia","27","","",""
"SN2006ak","2006/02/17","11:09:32.83","Ia","27","2","",""
"SN2006fb","2006/08/27","23:35:51.51,23:35:51.6,23:35:51.36","Ia","27","1","",""
"SN2006gh","2006/09/12","00:54:46.94,00:54:46.944,00:54:46.92","Ia","27","","",""
"SN2006gv","2006/09/11","01:48:36.37,01:48:36.384,01:48:36.36","Ia","27","","",""
"SN2006hd","2006/09/11","21:44:03.36,21:44:03.6,21:44:03.55","Ia","27","","",""
"SN2006hh","2006/09/16","02:42:26.713,02:42:26.952,02:42:26.928,02:42:26.976,02:42:26.97","Ia","27","","",""
"SN2006hk","2006/09/18","23:20:29.54,23:20:29.52","Ia","27","","",""
"SN2006jy","2006/10/04","01:02:56.35,01:02:56.328,01:02:56.34","Ia","27","1","",""
"SN2006km","2006/09/29","02:20:37.93,02:20:37.92,02:20:37.896","Ia","27","","",""
"SN2006mb","2006/10/13","02:30:54.302,02:30:54.30,02:30:54.298","Ia","27","1","",""
"SN2006om","2006/11/08","01:22:18.840,01:22:18.888,01:22:18.864,01:22:18.88","Ia","27","","",""
"SN2007cb","2007/04/27","13:58:17.20,13:58:17.199","Ia","27","1","",""
"SN2007cc","2007/04/27","14:08:41.98,14:08:42.050","Ia","27","1","",""
"SN2007hu","2007/09/09","16:56:29.96,16:56:29.887","Ia","27","4","",""
"SN2007lh","2007/09/22","01:08:52.02,01:08:52.008","Ia","27","1","",""
"SN2007mv","2007/09/22","00:35:37.668,00:35:37.37,00:35:37.3752,00:35:37.368","Ia","27","1","",""
"SN2007ou","2007/10/12","02:23:42.618,02:23:42.696,02:23:42.672,02:23:42.69","Ia","27","","",""
"SN2007pp","2007/10/15","03:11:01.16,03:11:01.128,03:11:01.152","Ia","27","","",""
"SN2007qd","2007/10/31","02:09:33.552,02:09:33.56","Ia","27","1","",""
"SN2007ql","2007/10/31","21:29:43.66,21:29:43.68","Ia","27","1","",""
"SN2007se","2007/11/12","22:12:37.200,22:12:37.2,22:12:37.10","Ia","27","1","",""
"SN2007uf","2007/11/11","02:06:30.88,02:06:30.884,02:06:30.881","Ia","27","1","",""
"SN2007ui","2007/11/13","02:34:57.12,02:34:57.120,02:34:57.445","Ia","27","1","",""
"SNLS-05D2dw","2005/03/17","09:58:32.070,09:58:32.058","Ia","27","1","",""
"SNLS-05D2ei","2005/04/12","10:01:39.116,10:01:39.103","Ia","27","1","",""
"SNLS-05D2le","2005/12/01","10:01:54.876","Ia","27","1","",""
"ASASSN-14ad","2014/01/26","12:40:11.10,12:40:11.04","Ia","27","","",""
"iPTF14jfs","2014/12/22","07:57:03.20,07:57:03.19","Ia","27","1","",""
"OGLE-2013-SN-097","2013/10/08","04:34:33.92","Ia","27","","",""
"OGLE-2013-SN-136","2013/12/02","04:55:46.85","Ia","27","1","",""
"PS1-10bzo","2010/12/16","08:48:02.754,08:48:02.755","Ia","27","","",""
"PS1-10ig","2010/03/20","14:07:26.975,14:07:26.88,14:07:26.973,14:07:26.976","Ia","27","","",""
"PS1-10kv","2010/06/06","14:10:39.353,14:10:39.36,14:10:39.348,14:10:39.352","Ia","27","","",""
"PS1-10m","2010/01/16","10:02:09.393,10:02:09.394,10:02:09.395","Ia","27","","",""
"SN2010H","2010/01/16","08:06:24.36,08:06:24.342","Ia","27","","",""
"CSS160307:123438-040834","2016/03/01","12:34:37.66,12:34:37.67,12:34:37.65","Ia","27","","",""
"Gaia15abu","2015/02/09","17:04:50.13,17:04:50.16","Ia Pec","27","","",""
"Gaia15adh","2015/03/13","17:12:30.88,17:12:30.89,17:12:30.96","Ia","27","","",""
"Gaia15aem","2015/03/25","15:04:30.75,15:04:30.72","Ia","27","","",""
"OGLE15ng","2015/10/17","00:22:19.88,00:22:19.89","Ia","27","1","",""
"SN2016E","2016/01/01","05:03:43.99","Ia","27","1","",""
"SN2016iks","2016/11/20","23:07:21.53,23:07:21.472,23:07:21.6","Ia-02ic-like","27","1","",""
"SN1997fc","1997/12/31","04:59:58.81","Ia","26","1","",""
"SN1999bn","1999/03/17","11:57:00.40","Ia","26","","",""
"2MASS J09593273+0214527","2004/03/18","09:59:32.74,09:59:32.694,09:59:32.739,09:59:32.725","Ia","26","1","",""
"SN2003jy","2003/10/30","02:10:53.98,02:10:53.988,02:10:53.987","Ia","26","1","",""
"SN2003kn","2003/11/21","02:09:15.55,02:09:15.558,02:09:15.549","Ia","26","1","",""
"SN2004fh","2004/10/09","23:28:27.20,23:28:27.197","Ia","26","1","",""
"SN2004hl","2004/12/07","01:13:38.17,01:13:38.174,23:26:46.120","Ia","26","2","",""
"SNLS-03D1ar","2003/09/26","02:27:14.669,02:27:14.680","Ia","26","1","",""
"SNLS-04D1pp","2004/11/12","02:25:12.478","Ia","26","1","",""
"SNLS-04D1qd","2004/11/17","02:26:33.075","Ia","26","1","",""
"SNLS-04D2fs","2004/04/13","10:00:22.086,10:00:22.110","Ia","26","1","",""
"SNLS-04D3cp","2004/04/22","14:20:23.918,14:20:23.954","Ia","26","1","",""
"SNLS-04D3fq","2004/04/26","14:16:57.885,14:16:57.906,14:16:57.902","Ia","26","1","",""
"ESSENCEm057","2005/09/28","02:10:56.77,02:10:56.774","Ia","26","1","",""
"SDSS-II SN 13168","2006/09/12","00:06:24.384,00:06:24.377,00:06:24.38,00:06:24.3768","Ia","26","","",""
"SDSS-II SN 14015","2006/09/18","21:03:56.64","II","26","","",""
"SDSS-II SN 14258","2006/09/17","02:16:33.79,02:16:34.416,02:16:34.392","Ia","26","","",""
"SDSS-II SN 14304","2006/09/27","20:44:00.449,20:44:00.48","Ia","26","","",""
"SDSS-II SN 15511","2006/10/11","02:59:43.289,02:59:43.248,02:59:43.296","Ia","26","","",""
"SDSS-II SN 15549","2006/10/11","21:34:02.596,21:34:02.64","Ia","26","","",""
"SDSS-II SN 15784","2006/10/17","23:46:41.693,23:46:41.76","Ia","26","","",""
"SDSS-II SN 16582","2006/10/21","21:48:57.84","Ia","26","","",""
"SDSS-II SN 17925","2007/09/05","23:05:13.447,23:05:13.44","Ia","26","","",""
"SDSS-II SN 18943","2007/09/16","01:23:04.737,01:23:04.704,01:23:04.728","Ia","26","","",""
"SDSS-II SN 18993","2007/10/08","01:37:16.947,01:37:16.944","Ia","26","","",""
"SDSS-II SN 20405","2007/09/05","22:53:46.08","II","26","","",""
"SDSS-II SN 20408","2007/10/19","21:14:27.84","Ia","26","","",""
"SDSS-II SN 20870","2007/10/19","00:57:59.457,00:57:59.448,00:57:59.424","Ia","26","","",""
"SDSS-II SN 4048","2005/09/24","00:23:39.6456,00:23:39.6384","Ia","26","","",""
"SDSS-II SN 5468","2005/09/13","22:50:07.380,22:50:07.44","Ia","26","","",""
